time	A1	B1	C1	D1	E1	F1	G1	H1	A2	B2	C2	D2	E2	F2	G2	H2
2.666666667	0.049836976	0.046697754	0.044736215	0.052777981	0.052643929	0.053808546	0.049382305	0.046550078	0.046968732	0.051306235	0.050615007	0.04872846	0.049771848	0.047314018	0.052025689	0.051673288
2.833333333	0.046708297	0.052472847	0.051934186	0.048830384	0.054526711	0.047910462	0.055066654	0.05360602	0.047698293	0.047828329	0.049087432	0.048826322	0.052728176	0.054476402	0.048431398	0.046725375
3	0.048935611	0.050324064	0.053031983	0.056465212	0.046963694	0.044164081	0.044798497	0.046746276	0.053106948	0.052280973	0.049935942	0.052875662	0.053740663	0.047597651	0.04800461	0.047326188
3.166666667	0.048360025	0.048066857	0.047503045	0.048237228	0.046942691	0.047701592	0.051268711	0.048830063	0.049578841	0.051329977	0.049749899	0.052264674	0.050463668	0.047300718	0.047495401	0.054415748
3.333333333	0.045811308	0.05083598	0.053535789	0.050336059	0.051306431	0.053524196	0.045023825	0.050592575	0.054879794	0.04828812	0.052997639	0.052425049	0.056122001	0.053171663	0.04972501	0.048506733
3.5	0.050933714	0.055912418	0.049349646	0.049977505	0.053796798	0.049665822	0.049240794	0.054220472	0.048240844	0.044258917	0.050454568	0.051210566	0.050480479	0.058529467	0.056982908	0.048061779
3.666666667	0.048727157	0.049570056	0.045221724	0.052145251	0.051529168	0.049319895	0.048498099	0.050039905	0.051943525	0.053030907	0.051226339	0.050655591	0.055451551	0.051835038	0.054836001	0.047492567
3.833333333	0.053965912	0.05180717	0.050048197	0.051841123	0.051014227	0.045234754	0.054253365	0.051258569	0.049706144	0.05257812	0.047391853	0.046487509	0.04956065	0.051955377	0.052927382	0.051587757
4	0.050693445	0.050751528	0.051930903	0.05200317	0.047975541	0.050129634	0.054567022	0.050173731	0.052185304	0.053259134	0.051416359	0.050143123	0.050386127	0.054539285	0.047861723	0.046350338
4.166666667	0.057697723	0.056468775	0.050193103	0.052454734	0.058893151	0.054375703	0.055611341	0.054274055	0.049492849	0.055192282	0.048386887	0.049801386	0.048598006	0.051515455	0.047166329	0.051781664
4.333333333	0.050689095	0.046686639	0.057409571	0.052366517	0.054192845	0.053975315	0.045454915	0.048001271	0.049618623	0.053508006	0.051783931	0.048976548	0.055878054	0.052297584	0.053096047	0.055719353
4.5	0.048536414	0.050416428	0.047989733	0.054639133	0.04852221	0.050575674	0.056739114	0.053667361	0.054119416	0.050799108	0.049700639	0.048050092	0.053306497	0.049387661	0.049339819	0.054278625
4.666666667	0.055712851	0.051879007	0.053492615	0.054264032	0.053820007	0.04887458	0.053143213	0.048915069	0.050620957	0.055035621	0.049784901	0.050071834	0.053075407	0.051497174	0.05628024	0.051285625
4.833333333	0.053270437	0.047958525	0.047370392	0.045077171	0.052959897	0.048930556	0.052419873	0.057991561	0.04653451	0.050729059	0.044171196	0.054172831	0.05974841	0.054481333	0.057722613	0.062203447
5	0.056007327	0.055670003	0.057414877	0.050853953	0.052032981	0.049304082	0.056826963	0.058050942	0.055894901	0.05339202	0.046581686	0.055577061	0.056782869	0.053084533	0.054231128	0.057919949
5.166666667	0.058541654	0.054910161	0.049565059	0.057400596	0.050777728	0.051643975	0.055786806	0.055899578	0.055679215	0.050180357	0.053555325	0.049685864	0.055275503	0.049151189	0.058631473	0.057003354
5.333333333	0.060575352	0.056254745	0.058777774	0.051225014	0.056247939	0.054375414	0.055224291	0.058650545	0.051251372	0.051636822	0.053059035	0.051522804	0.058772281	0.047971727	0.063876252	0.054395071
5.5	0.05552748	0.049115859	0.045354437	0.053974305	0.057472528	0.054106035	0.055834189	0.064480575	0.054259804	0.05907114	0.04990645	0.046346343	0.063105205	0.051337327	0.057097368	0.065873909
5.666666667	0.058351427	0.053380656	0.054507645	0.055807107	0.061144977	0.051970318	0.06460398	0.062728659	0.053206113	0.064504092	0.052067268	0.052621428	0.07109828	0.056147492	0.070504643	0.062807753
5.833333333	0.056245707	0.057682321	0.053159151	0.049722406	0.060362596	0.054539913	0.064320385	0.062748271	0.054686161	0.063769642	0.050431339	0.051683569	0.070059598	0.057157958	0.065986006	0.075107042
6	0.061746233	0.054838434	0.056184981	0.057864171	0.062437247	0.048587234	0.06852859	0.068690148	0.048113226	0.071855666	0.05504189	0.053148669	0.074500162	0.053698526	0.080768744	0.069620155
6.166666667	0.064425172	0.053919232	0.054726724	0.056801936	0.069164944	0.050603057	0.068646884	0.072985224	0.060254731	0.075749096	0.050674813	0.054070559	0.080242652	0.048151335	0.087964786	0.081194807
6.333333333	0.066938403	0.065420242	0.054233622	0.058885078	0.075648061	0.056646684	0.077291872	0.074148319	0.051894131	0.081123036	0.056935612	0.06147467	0.082706314	0.053787802	0.091847583	0.087048976
6.5	0.073353588	0.065385908	0.059487444	0.063196713	0.081205137	0.058394317	0.079688876	0.080895019	0.051604025	0.08633569	0.053736919	0.052508762	0.08831781	0.05556067	0.105009802	0.099647199
6.666666667	0.072570277	0.058145015	0.058075856	0.061316959	0.083281797	0.059871119	0.080925287	0.084653052	0.049275326	0.091005353	0.051289932	0.056329237	0.10066874	0.059422486	0.112372297	0.105519975
6.833333333	0.079139711	0.067708385	0.064253155	0.068582599	0.094972891	0.054212729	0.099840979	0.101054494	0.053065222	0.103698406	0.05195406	0.050932167	0.113950965	0.059554484	0.12524943	0.118991452
7	0.082682366	0.067040584	0.068632744	0.070201436	0.101391865	0.056361984	0.101265661	0.105530416	0.056979186	0.110459415	0.051286065	0.053882293	0.124178004	0.051877772	0.140413683	0.121259864
7.166666667	0.088163189	0.071717026	0.066379899	0.069262716	0.115898225	0.056953575	0.111100062	0.113542213	0.052808686	0.124819679	0.055483283	0.052300874	0.137243204	0.060291345	0.155130696	0.150298859
7.333333333	0.101797662	0.068543064	0.065233237	0.079201714	0.11646922	0.062336932	0.119890718	0.129275168	0.054412961	0.131544662	0.062141369	0.058375645	0.151898852	0.061433454	0.175582921	0.163054981
7.5	0.107272797	0.075666764	0.077203464	0.083375879	0.131760361	0.072615915	0.138747165	0.139323599	0.060865875	0.153057411	0.050439094	0.059173458	0.168436677	0.064370229	0.186696029	0.175572928
7.666666667	0.115378596	0.085145074	0.075334114	0.093321781	0.151001372	0.065860446	0.159719605	0.161192264	0.061016791	0.164821524	0.060322774	0.067691328	0.18380824	0.064159522	0.2180319	0.198563368
7.833333333	0.126227336	0.085033142	0.082682162	0.097732933	0.166852502	0.070330447	0.175417433	0.17087426	0.063144098	0.186661211	0.059916884	0.059729148	0.208445613	0.075709946	0.235218399	0.214382733
8	0.136498399	0.089081436	0.087825371	0.101268903	0.1817303	0.072780797	0.186866083	0.184896071	0.068033531	0.194713753	0.063118052	0.065248148	0.224286566	0.07437032	0.256645173	0.239584685
8.166666667	0.153953375	0.100649985	0.091198506	0.107888676	0.195477225	0.075362808	0.204504055	0.21208167	0.073824365	0.224397316	0.060069389	0.065463361	0.248965559	0.077624758	0.277183378	0.26032161
8.333333333	0.166431065	0.109285381	0.099954209	0.120764128	0.215978675	0.072282768	0.218965245	0.227355964	0.082548215	0.246229496	0.056897123	0.069187084	0.268362964	0.082981127	0.29337922	0.278168519
8.5	0.179658879	0.110231625	0.102277772	0.123845506	0.23785853	0.084523722	0.238845193	0.253569525	0.076897072	0.263673362	0.065590239	0.077745118	0.281175764	0.085770021	0.31745304	0.302554517
8.666666667	0.197269091	0.133147756	0.121083874	0.142810712	0.250470535	0.088358597	0.249590246	0.271933601	0.082962832	0.282432166	0.06468669	0.081690743	0.303060508	0.086062107	0.330792852	0.318916674
8.833333333	0.219287599	0.139264868	0.120162364	0.154544409	0.2709406	0.095822627	0.276715311	0.29582904	0.082613554	0.306765649	0.071030351	0.085807595	0.326895421	0.098004709	0.342174567	0.330078224
9	0.226230591	0.154914128	0.140284747	0.174069161	0.287058571	0.09523032	0.278156126	0.318438016	0.089667735	0.32997735	0.067867234	0.091782562	0.343342967	0.108297847	0.356137114	0.348252804
9.166666667	0.243994005	0.164908056	0.145629406	0.183222695	0.302764755	0.107388262	0.299376346	0.326653815	0.091275084	0.342480569	0.074677535	0.102141953	0.356228225	0.112657709	0.37212762	0.361672563
9.333333333	0.261234324	0.178524125	0.15430838	0.19737791	0.317607754	0.113266755	0.313126628	0.345933777	0.110318513	0.357968287	0.0731951	0.103282277	0.367847232	0.119888259	0.386709298	0.374029181
9.5	0.274086149	0.202205988	0.178493424	0.217056233	0.336601177	0.11976449	0.324857273	0.361357824	0.107749762	0.376460041	0.079210078	0.110698592	0.379788424	0.134339952	0.387741918	0.378256122
9.666666667	0.290786119	0.215821429	0.187201564	0.233459455	0.347850846	0.122835441	0.333440637	0.383541845	0.121447569	0.388703437	0.080702475	0.123474478	0.38875006	0.145986018	0.395200256	0.384021032
9.833333333	0.304129536	0.230754793	0.200506723	0.255151376	0.355779104	0.138808462	0.337900922	0.392602793	0.129236995	0.406474636	0.08563284	0.128901814	0.394306086	0.156147687	0.4056841	0.39258934
10	0.309684262	0.243358635	0.221095	0.270934746	0.363989005	0.147445945	0.3477133	0.401183261	0.143573459	0.411023245	0.087917431	0.145060457	0.407788698	0.171710375	0.408712994	0.396776512
10.16666667	0.330205748	0.269749337	0.236270581	0.274662072	0.372811179	0.156916263	0.350646818	0.412592739	0.153162317	0.418046414	0.097656928	0.155002808	0.412929656	0.187249781	0.405400829	0.404224645
10.33333333	0.331220137	0.287467246	0.246954177	0.292781526	0.383543184	0.163848781	0.354431884	0.420168317	0.167509419	0.420487351	0.104791948	0.164883842	0.419679545	0.205069331	0.411684688	0.410243575
10.5	0.335654984	0.301847037	0.261469139	0.317071819	0.390699668	0.177498218	0.361316773	0.426568823	0.177143041	0.429731868	0.115058605	0.182510762	0.421893856	0.2230554	0.41304836	0.412389091
10.66666667	0.342271455	0.317400116	0.279033782	0.32442078	0.394943607	0.186194525	0.364490122	0.435691887	0.195297292	0.438665873	0.118310505	0.191929448	0.420795454	0.243477511	0.422969558	0.410414762
10.83333333	0.34853255	0.328515635	0.295163304	0.336101793	0.396293036	0.198474758	0.364917769	0.434983667	0.215703938	0.445657774	0.130076721	0.204941791	0.430257117	0.266308326	0.414408251	0.413945392
11	0.351732989	0.347927323	0.314030949	0.350064838	0.404773402	0.205500026	0.365225673	0.432828565	0.222647133	0.450568804	0.129206744	0.217735792	0.430316317	0.286928269	0.421069408	0.418622735
11.16666667	0.357273206	0.360569956	0.322798851	0.363510974	0.398975402	0.218714416	0.373019179	0.443099232	0.24108491	0.448801756	0.144912441	0.235445465	0.432493912	0.311641855	0.41899049	0.416889702
11.33333333	0.364451113	0.370710414	0.329930895	0.373036191	0.405427857	0.224392414	0.377698893	0.44348497	0.258804426	0.445556489	0.154160581	0.254184542	0.427544516	0.330458638	0.419128525	0.418371249
11.5	0.366789648	0.380035496	0.351142253	0.38099595	0.407063941	0.235627108	0.369055298	0.44433991	0.279518784	0.44989303	0.168159023	0.266156451	0.431720522	0.352187564	0.429087853	0.420878402
11.66666667	0.368660027	0.393094691	0.352213078	0.384031155	0.410286881	0.237726118	0.372536378	0.449516623	0.292370128	0.455696543	0.173983867	0.283677602	0.434626612	0.374270184	0.424481881	0.420864986
11.83333333	0.373680545	0.400123974	0.362575447	0.388288706	0.408892253	0.246492628	0.377124803	0.453329002	0.317231774	0.453041905	0.190991532	0.30285766	0.434179571	0.395590192	0.421285456	0.419525478
12	0.370992345	0.409636986	0.362816441	0.393818092	0.414579258	0.2540978	0.380230261	0.449845808	0.331713261	0.454136387	0.20452845	0.314683996	0.435977867	0.422299706	0.426184967	0.42308098
12.16666667	0.373089908	0.413004789	0.373952417	0.400462501	0.412864528	0.256718452	0.384362988	0.455841653	0.345237324	0.458279235	0.224545453	0.327137155	0.439793736	0.43690046	0.423765876	0.421428724
12.33333333	0.368327688	0.419300968	0.376950385	0.405952602	0.411330157	0.268696349	0.374371638	0.455323283	0.356708318	0.456261415	0.239962697	0.348034368	0.431132744	0.458246039	0.418651282	0.418939381
12.5	0.3795033	0.421717509	0.380793602	0.410023968	0.413905975	0.27161541	0.376713041	0.455055125	0.374833539	0.460731159	0.250992849	0.35283914	0.433820504	0.476180829	0.426792704	0.41979784
12.66666667	0.373829841	0.421578657	0.390256214	0.403070878	0.414559383	0.27682332	0.378990004	0.454036438	0.390727674	0.446643912	0.265930502	0.367218055	0.441488224	0.491223258	0.425996291	0.424081365
12.83333333	0.379593539	0.42616509	0.387801228	0.416590775	0.416160613	0.277559702	0.381331467	0.455521127	0.396527019	0.459993945	0.277333678	0.383824073	0.439100404	0.509869767	0.422041419	0.429121913
13	0.376241983	0.431204329	0.389752415	0.416185636	0.417363106	0.284800422	0.376510902	0.456274403	0.40558155	0.460256087	0.295511635	0.385274775	0.435456129	0.513028763	0.422822888	0.426382978
13.16666667	0.37753374	0.432006226	0.398059349	0.414927743	0.417046311	0.284330384	0.375776304	0.459405497	0.42162938	0.454676218	0.309414501	0.39570829	0.434705054	0.531318969	0.430200584	0.425304074
13.33333333	0.380699027	0.434600022	0.404022513	0.417453982	0.413391303	0.286551434	0.380333177	0.46066478	0.433965191	0.460825832	0.323899534	0.406465807	0.434617841	0.543326391	0.423305543	0.425570274
13.5	0.377944443	0.438793211	0.405521628	0.417522828	0.418898233	0.292873353	0.38178915	0.455117978	0.439700992	0.45771101	0.344605831	0.408669744	0.437969625	0.54911026	0.420633529	0.4223916
13.66666667	0.374545029	0.43666451	0.401673811	0.420467249	0.420517191	0.292998024	0.379086359	0.450810643	0.438449123	0.460360569	0.35696773	0.413372923	0.438183304	0.559892312	0.425561553	0.425282763
13.83333333	0.374703595	0.440674752	0.403525586	0.417132476	0.413968794	0.293138768	0.376285787	0.455982778	0.450323786	0.461751407	0.377447391	0.422219047	0.438310925	0.565041216	0.42446102	0.419803532
14	0.376276595	0.439717756	0.400647069	0.418644458	0.412675067	0.30030467	0.380577012	0.456871025	0.45605695	0.462286192	0.385286478	0.423892047	0.437602353	0.572262452	0.427080994	0.427476194
14.16666667	0.374591686	0.447735091	0.409272441	0.415805367	0.410802261	0.296156781	0.382899773	0.458707146	0.45909037	0.45185704	0.400574072	0.428225382	0.434279519	0.577369933	0.424169315	0.425300466
14.33333333	0.374996538	0.444548994	0.40926369	0.425690621	0.410671163	0.301902989	0.377108797	0.453851685	0.464625884	0.463789738	0.410925178	0.434383708	0.436539111	0.57665238	0.427030844	0.425108423
14.5	0.380181445	0.442137911	0.414247463	0.420765333	0.415031611	0.299965118	0.382157036	0.458369271	0.467147673	0.465453859	0.414004724	0.437262369	0.437716257	0.583248327	0.422212071	0.417889437
14.66666667	0.379103705	0.442043942	0.410401499	0.420643186	0.417335845	0.298739126	0.375499796	0.455250729	0.475984703	0.460137535	0.431119778	0.435294641	0.434947204	0.589823808	0.429046289	0.426466096
14.83333333	0.37768393	0.446067998	0.412842919	0.422146334	0.412491808	0.299881965	0.374278494	0.457178825	0.473753623	0.463105327	0.440065365	0.442757427	0.441587793	0.592573842	0.41893581	0.422981159
15	0.373372432	0.447954512	0.410285416	0.4216647	0.41098275	0.298353731	0.379930337	0.462178472	0.47721213	0.458838663	0.445154604	0.445523697	0.439461163	0.59352878	0.422151401	0.421136367
15.16666667	0.383183289	0.443527297	0.41392705	0.427576345	0.414563609	0.303044387	0.379167874	0.453640939	0.48219633	0.456822494	0.449242491	0.443899775	0.4354495	0.594211142	0.421389581	0.42535297
15.33333333	0.37577888	0.445484	0.415049931	0.423788092	0.413872776	0.299960255	0.384318277	0.459248485	0.481192484	0.45776918	0.462093899	0.450468863	0.436955607	0.604077501	0.424019898	0.428702291
15.5	0.374804299	0.44632046	0.41415813	0.422142768	0.419388483	0.296797507	0.380368426	0.459146293	0.484728144	0.459650513	0.4655794	0.448779193	0.44051546	0.602476441	0.420770195	0.426987121
15.66666667	0.379528023	0.448769789	0.410614976	0.421539554	0.408715558	0.305755402	0.38031429	0.462894594	0.482138889	0.458943858	0.47466801	0.446936013	0.439273929	0.604605026	0.425052937	0.423167153
15.83333333	0.379910869	0.44641314	0.4152152	0.424707817	0.414592227	0.295254597	0.385969717	0.459653819	0.480375563	0.463565125	0.475899301	0.449433286	0.431656305	0.604548606	0.42289109	0.423714438
16	0.378776934	0.44137199	0.414379682	0.424520185	0.41236824	0.303325491	0.38269966	0.458933408	0.489019323	0.455896719	0.478152703	0.453950328	0.436863881	0.606333402	0.429411047	0.421675712
16.16666667	0.378565787	0.450680293	0.416719627	0.421610822	0.416930774	0.303463651	0.376243721	0.456961022	0.490210507	0.461233596	0.488449662	0.449629119	0.441589166	0.60433972	0.419711993	0.42876057
16.33333333	0.378828929	0.448906203	0.416738975	0.422595132	0.419239742	0.306173682	0.37722295	0.459682854	0.483526886	0.459747062	0.488419782	0.454689056	0.437049852	0.603551503	0.416959198	0.419934963
16.5	0.377595237	0.451889181	0.41287951	0.422884388	0.419610573	0.304091259	0.377143886	0.462328788	0.484320343	0.464312363	0.493219359	0.449246793	0.446868527	0.608742903	0.42669671	0.420358793
16.66666667	0.377040041	0.448031157	0.411718709	0.421455799	0.416099567	0.302699895	0.379251973	0.461798058	0.488672169	0.463546658	0.494995083	0.454136808	0.43282236	0.606486856	0.427540028	0.422162674
16.83333333	0.382398009	0.444254083	0.412268424	0.428620474	0.416356321	0.298683959	0.380940425	0.459699342	0.488420476	0.463776857	0.49232696	0.45323959	0.443600984	0.603870593	0.43002832	0.427756679
17	0.377897609	0.447269275	0.409465259	0.426911155	0.412301328	0.3060407	0.379858826	0.462026473	0.491156042	0.464897397	0.495802291	0.458394241	0.436247205	0.609971241	0.424525994	0.427016774
17.16666667	0.379172489	0.442791002	0.413620782	0.420587786	0.411158307	0.301648052	0.373373526	0.455135429	0.493997048	0.461514131	0.495566164	0.451379752	0.440247765	0.612494546	0.423441956	0.425478029
17.33333333	0.379750746	0.447901963	0.418861693	0.420521799	0.412096404	0.307669396	0.380127948	0.460336721	0.487293393	0.463173897	0.50445934	0.454640018	0.43702634	0.612484306	0.429033994	0.424935767
17.5	0.378012883	0.444031479	0.413125899	0.424085836	0.413761927	0.30799813	0.379312709	0.457865717	0.491613607	0.460633523	0.507449141	0.457186919	0.438823847	0.609941096	0.42221263	0.428785745
17.66666667	0.37451314	0.451568347	0.414017257	0.417185402	0.413692319	0.306208536	0.380450329	0.459626661	0.486488257	0.457175348	0.504959197	0.453336017	0.439007252	0.610856815	0.430233222	0.422891476
17.83333333	0.375504404	0.446794077	0.415456346	0.420758309	0.412541873	0.306739628	0.382304471	0.460351774	0.491392981	0.459222738	0.505355314	0.453183783	0.440484577	0.608060758	0.422385432	0.422197296
18	0.377104899	0.441298564	0.411193641	0.423344414	0.409022604	0.301231838	0.378100261	0.462316886	0.489814161	0.458573514	0.505377994	0.461011557	0.435256425	0.61157982	0.423417223	0.42514369
18.16666667	0.380113681	0.446996353	0.410307428	0.424317978	0.415903596	0.298459773	0.383133748	0.458856002	0.488574585	0.464155314	0.507002637	0.455291936	0.437616817	0.611919961	0.420050685	0.424339392
18.33333333	0.377130322	0.447524286	0.408333043	0.424595304	0.411429191	0.302669259	0.375846559	0.464341036	0.497761311	0.457743997	0.51110018	0.45382317	0.439346173	0.608318573	0.419556816	0.425863797
18.5	0.373054226	0.444304689	0.416322682	0.415739284	0.419102437	0.297820027	0.383881547	0.46174348	0.488178182	0.460289726	0.505834184	0.454613891	0.437151104	0.614267375	0.422241945	0.414217939
18.66666667	0.379564433	0.447478394	0.415808526	0.426810552	0.414365645	0.301612069	0.383666636	0.456890616	0.492744303	0.461251465	0.510860432	0.451166744	0.43802514	0.60974256	0.425601405	0.416660474
18.83333333	0.375813634	0.446229626	0.413014728	0.422515034	0.41014393	0.300096962	0.376212672	0.46121889	0.493159371	0.463174645	0.508879634	0.454318194	0.437236588	0.616701109	0.424807384	0.425633677
19	0.382488365	0.443882416	0.412411513	0.426101299	0.412283802	0.300753917	0.381472686	0.460815754	0.494530416	0.460247516	0.506814731	0.454107792	0.43867466	0.613525515	0.425534735	0.426772699
19.16666667	0.378363273	0.448487771	0.411057307	0.422873792	0.41918547	0.307032806	0.380060602	0.459821873	0.48699602	0.459274495	0.513974204	0.457325793	0.438599366	0.613453948	0.422978039	0.424511286
19.33333333	0.371924019	0.449996043	0.414535424	0.42320874	0.411015858	0.302335723	0.375321168	0.462453029	0.491875773	0.462975805	0.511717433	0.454128289	0.436126552	0.615497717	0.421703184	0.420988136
19.5	0.375490855	0.449289231	0.412325634	0.421189267	0.419758995	0.301384023	0.382874705	0.46171057	0.492999014	0.462967032	0.507034007	0.452772994	0.435044279	0.618504166	0.420299821	0.419451462
19.66666667	0.380954763	0.446797563	0.413336723	0.428243928	0.419821706	0.305224125	0.377198829	0.459062024	0.491233545	0.453731123	0.511796981	0.45487394	0.43747192	0.610762651	0.428656267	0.420511856
19.83333333	0.376485218	0.449405007	0.416195863	0.421983986	0.407474581	0.303934887	0.383998358	0.461123894	0.486244001	0.4585947	0.512061997	0.452573849	0.435508118	0.61104882	0.425538311	0.424741504
20	0.371836276	0.446575226	0.412845216	0.424725119	0.412702853	0.306279664	0.381244174	0.458166943	0.489118494	0.460150003	0.506651468	0.454895868	0.440708827	0.616662828	0.417682274	0.426191161
20.16666667	0.376571036	0.449512376	0.4144237	0.42165888	0.41377149	0.304758833	0.379293767	0.454665705	0.495255887	0.461919086	0.512647226	0.457762619	0.433716716	0.608058033	0.425324727	0.423494715
20.33333333	0.3809673	0.446268372	0.410813513	0.422290041	0.408845512	0.301731792	0.379213335	0.463079408	0.496188678	0.463933846	0.50904922	0.449607591	0.436149239	0.614112676	0.42312755	0.426500853
20.5	0.387184654	0.443107646	0.416000139	0.422899008	0.41378028	0.297065558	0.382310331	0.459474838	0.492994669	0.463688224	0.506625962	0.462385497	0.437479692	0.610179381	0.426882076	0.423207143
20.66666667	0.378405165	0.44757984	0.417191402	0.424411001	0.409899423	0.304167018	0.382230812	0.457252649	0.489067638	0.456352182	0.511245569	0.453769296	0.437456996	0.607735723	0.430109007	0.424974955
20.83333333	0.376627088	0.448580626	0.414246146	0.425973638	0.416595052	0.306245276	0.376249177	0.451813704	0.495258393	0.457574891	0.508612307	0.457408519	0.445519419	0.612932768	0.419620553	0.426735923
21	0.379796393	0.453041429	0.419611498	0.424029067	0.417648748	0.304917945	0.378991225	0.461758696	0.493213109	0.459752747	0.509234349	0.455903967	0.431996286	0.610890742	0.426775689	0.426965526
21.16666667	0.380031314	0.450999234	0.410561575	0.424500099	0.417254837	0.304429346	0.381371619	0.459959659	0.485631967	0.458375189	0.509477142	0.455999616	0.441732406	0.612504799	0.426797955	0.426474847
21.33333333	0.377119554	0.451208067	0.411672198	0.423987982	0.413255289	0.300548365	0.376759957	0.459329251	0.489917409	0.460813668	0.507468284	0.455910009	0.437100233	0.610763087	0.422036894	0.423600377
21.5	0.376866889	0.452380789	0.416735056	0.419568614	0.415423608	0.304477393	0.377516568	0.459755462	0.48661029	0.462612032	0.508269573	0.45754461	0.43229744	0.608677687	0.426878294	0.429735376
21.66666667	0.373935532	0.45070166	0.416213963	0.422379268	0.420118753	0.309920665	0.382646881	0.45227623	0.487654419	0.464554499	0.511899768	0.457455361	0.438346908	0.606425208	0.427750118	0.423683854
21.83333333	0.383063475	0.447311244	0.416295264	0.425199311	0.418819553	0.306087495	0.37793043	0.456449684	0.486460001	0.458216243	0.505761876	0.459500104	0.438277438	0.614501709	0.428765751	0.421145752
22	0.379356506	0.449141065	0.414895816	0.421409749	0.412656098	0.301417653	0.377186039	0.459228424	0.489941632	0.459812491	0.509196114	0.456723892	0.442969405	0.610651447	0.43028654	0.42103016
22.16666667	0.382663635	0.445062467	0.408756398	0.428004772	0.4141866	0.306143516	0.379040772	0.457712946	0.492237404	0.460586539	0.513898137	0.45684798	0.44043157	0.609207256	0.4255641	0.423088983
22.33333333	0.382633552	0.449611494	0.418015921	0.422959091	0.410043651	0.304115034	0.38047226	0.459759566	0.489788086	0.46050629	0.515800234	0.457508039	0.43258278	0.608946944	0.423590466	0.418452202
22.5	0.378707421	0.44670324	0.418778745	0.417452156	0.416434353	0.304292198	0.380090542	0.461808477	0.489214878	0.462813203	0.51200597	0.461353883	0.439402309	0.61205114	0.422348204	0.424294622
22.66666667	0.379774375	0.445697583	0.410294697	0.424724893	0.41826034	0.305502419	0.38061519	0.456067735	0.496512477	0.460139155	0.512526233	0.459477247	0.440670209	0.61686315	0.423801314	0.416027679
